id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
16	di rienzo (2020)	"<table><tr><td>Authors:</td><td>di rienzo, paolo</td></tr><tr><td>Title:</td><td>making informal adult learning visible. the recognition of the third sector professionals' key competences</td></tr><tr><td>Source:</td><td>education sciences, 10(9)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/educsci10090228	-0.279	-0.1093	5	1	0	0	2020	0	0
20	dabrowski (2011)	"<table><tr><td>Authors:</td><td>dabrowski, miroslaw; wisniewski, jerzy</td></tr><tr><td>Title:</td><td>translating key competences into the school curriculum: lessons from the polish experience</td></tr><tr><td>Source:</td><td>european journal of education, 46(3), 323-334</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"		-0.337	0.1159	1	5	17	0.4735	2011	17	0.4735
29	lleixa (2016)	"<table><tr><td>Authors:</td><td>lleixa, teresa; gonzalez-arevalo, carles; braz-vieira, marcelo</td></tr><tr><td>Title:</td><td>integrating key competences in school physical education programmes</td></tr><tr><td>Source:</td><td>european physical education review, 22(4), 506-525</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1177/1356336x15621497	-0.3938	0.0296	1	8	11	0.7368	2016	11	0.7368
32	alcala (2017)	"<table><tr><td>Authors:</td><td>alcala, david hortiguela; perez-pueyo, angel; fernandez-rio, javier</td></tr><tr><td>Title:</td><td>the role of management administration to implement key competences in schools: a case study</td></tr><tr><td>Source:</td><td>espiral-cuadernos del profesorado, 10(20), 3-13</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"		-0.4441	0.0604	1	1	0	0	2017	0	0
34	guitert (2021)	"<table><tr><td>Authors:</td><td>guitert, montse; romeu, teresa; baztan, pablo</td></tr><tr><td>Title:</td><td>the digital competence framework for primary and secondary schools in europe</td></tr><tr><td>Source:</td><td>european journal of education, 56(1), 133-149</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1111/ejed.12430	-0.3464	0.0329	1	2	2	1.4074	2021	2	1.4074
35	brundiers (2010)	"<table><tr><td>Authors:</td><td>brundiers, katja; wiek, arnim; redman, charles l.</td></tr><tr><td>Title:</td><td>real-world learning opportunities in sustainability: from classroom into the real world</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 11(4), 308-324</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1108/14676371011077540	1.0644	-0.0124	2	13	269	5.4095	2010	269	5.4095
36	merono (2019)	"<table><tr><td>Authors:</td><td>merono, lourdes; calderon, antonio; arias-estero, jose l.; mendez-gimenez, antonio</td></tr><tr><td>Title:</td><td>prediction model for the inclusion of key competences in the primary school curriculum through the teachers' perceptions in the region de murcia</td></tr><tr><td>Source:</td><td>cultura y educacion, 31(1), 31-66</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/11356405.2018.1561108	-0.3137	0.097	1	6	2	0.4022	2019	2	0.4022
48	wilson-daily (2021)	"<table><tr><td>Authors:</td><td>wilson-daily, ann e.; feliu-torruella, maria; romero serra, mireia</td></tr><tr><td>Title:</td><td>key competencies: developing an instrument for assessing trainee teachers' understanding and views</td></tr><tr><td>Source:</td><td>teacher development, 25(4), 478-493</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/13664530.2021.1930127	-0.4792	-0.033	5	3	1	0.7037	2021	1	0.7037
55	zhu (2014)	"<table><tr><td>Authors:</td><td>zhu, chang; wang, di</td></tr><tr><td>Title:</td><td>key competencies and characteristics for innovative teaching among secondary school teachers: a mixed-methods research</td></tr><tr><td>Source:</td><td>asia pacific education review, 15(2), 299-311</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1007/s12564-014-9329-6	-0.2867	0.3756	8	2	5	0.3723	2014	5	0.3723
64	ratinen (2022)	"<table><tr><td>Authors:</td><td>ratinen, ilkka; linnanen, lassi</td></tr><tr><td>Title:</td><td>the connection of finns' environmental awareness to their anticipatory competence</td></tr><tr><td>Source:</td><td>frontiers in education, 7</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3389/feduc.2022.838005	-0.3493	-0.0922	5	1	0	0	2022	0	0
65	soini (2019)	"<table><tr><td>Authors:</td><td>soini, katriina; korhonen-kurki, kaisa; asikainen, henna</td></tr><tr><td>Title:</td><td>transactional learning and sustainability co-creation in a university - business collaboration</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(6), 965-984</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-11-2018-0215	1.0499	0.0345	2	2	12	2.413	2019	12	2.413
69	merono (2017)	"<table><tr><td>Authors:</td><td>merono, lourdes; calderon, antonio; arias-estero, jose l.; mendez-gimenez, antonio</td></tr><tr><td>Title:</td><td>questionnaire on perceived competency-based learning for primary school students (#icompri1)</td></tr><tr><td>Source:</td><td>cultura y educacion, 29(2), 279-323</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1080/11356405.2017.1318470	-0.3092	0.0652	1	4	5	0.7143	2017	5	0.7143
74	cebrian (2021)	"<table><tr><td>Authors:</td><td>cebrian, gisela; moraleda, alvaro; fernandez, monica; teresa fuertes, maria; segalas, jordi; gutierrez blanco, ibon</td></tr><tr><td>Title:</td><td>multiple case-study analysis of service-learning as a means to foster sustainability competencies amongst pre-service educators</td></tr><tr><td>Source:</td><td>teachers and teaching, 27(6), 488-505</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1080/13540602.2021.1977269	1.1594	0.0434	2	1	1	0.7037	2021	1	0.7037
75	birdman (2021)	"<table><tr><td>Authors:</td><td>birdman, jodie; redman, aaron; lang, daniel j.</td></tr><tr><td>Title:</td><td>pushing the boundaries: experience-based learning in early phases of graduate sustainability curricula</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 22(2), 237-253</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1108/ijshe-08-2019-0242	1.0171	-0.0709	2	2	4	2.8148	2021	4	2.8148
80	konrad (2020)	"<table><tr><td>Authors:</td><td>konrad, theres; wiek, arnim; barth, matthias</td></tr><tr><td>Title:</td><td>embracing conflicts for interpersonal competence development in project-based sustainability courses</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 21(1), 76-96</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1108/ijshe-06-2019-0190	0.9866	-0.0547	2	5	14	3.4	2020	14	3.4
87	takayama (2013)	"<table><tr><td>Authors:</td><td>takayama, keita</td></tr><tr><td>Title:</td><td>oecd, 'key competencies' and the new challenges of educational inequality</td></tr><tr><td>Source:</td><td>journal of curriculum studies, 45(1), 67-80</td></tr><tr><td>Year:</td><td>2013</td></tr></table>"	https://doi.org/10.1080/00220272.2012.755711	-0.2901	-0.0811	5	4	17	0.9714	2013	17	0.9714
93	merono (2018)	"<table><tr><td>Authors:</td><td>merono, lourdes; calderon, antonio; arias-estero, jose-luis; mendez-gimenez, antonio</td></tr><tr><td>Title:</td><td>primary school student and teacher perceptions of competency-based learning</td></tr><tr><td>Source:</td><td>cultura y educacion, 30(1), 1-37</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/11356405.2018.1436796	-0.3244	0.0459	1	7	6	0.6947	2018	6	0.6947
94	tziganuk (2017)	"<table><tr><td>Authors:</td><td>tziganuk, ashlee; gliedt, travis</td></tr><tr><td>Title:</td><td>comparing faculty perceptions of sustainability teaching at two us universities</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 18(7), 1191-1211</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2016-0006	1.1071	0.0794	9	2	3	0.4286	2017	3	0.4286
95	gordon (2015)	"<table><tr><td>Authors:</td><td>gordon, jean; o'toole, linda</td></tr><tr><td>Title:</td><td>learning for well-being: creativity and inner diversity</td></tr><tr><td>Source:</td><td>cambridge journal of education, 45(3)</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1080/0305764x.2014.904275	0.2586	-0.003	10	1	1	0.0411	2015	1	0.0411
99	pepper (2011)	"<table><tr><td>Authors:</td><td>pepper, david</td></tr><tr><td>Title:</td><td>assessing key competences across the curriculum - and europe</td></tr><tr><td>Source:</td><td>european journal of education, 46(3), 335-353</td></tr><tr><td>Year:</td><td>2011</td></tr></table>"	https://doi.org/10.1111/j.1465-3435.2011.01484.x	-0.4108	0.0605	1	16	65	1.8106	2011	65	1.8106
105	boahin (2014)	"<table><tr><td>Authors:</td><td>boahin, peter; hofman, w. h. adriaan</td></tr><tr><td>Title:</td><td>perceived effects of competency-based training on the acquisition of professional skills</td></tr><tr><td>Source:</td><td>international journal of educational development, 36, 81-89</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1016/j.ijedudev.2013.11.003	-1.028	-0.1316	3	1	21	1.5638	2014	21	1.5638
117	alm (2021)	"<table><tr><td>Authors:</td><td>alm, karin; melen, maria; aggestam-pontoppidan, caroline</td></tr><tr><td>Title:</td><td>advancing sdg competencies in higher education: exploring an interdisciplinary pedagogical approach</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 22(6), 1450-1466</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1108/ijshe-10-2020-0417	1.1095	0.021	2	2	2	1.4074	2021	2	1.4074
122	thomas (2016)	"<table><tr><td>Authors:</td><td>thomas, ian; depasquale, james</td></tr><tr><td>Title:</td><td>connecting curriculum, capabilities and careers</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 17(6), 738-755</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/ijshe-03-2015-0049	1.1803	-0.1004	4	2	15	1.0048	2016	15	1.0048
125	mateos jimenez (2016)	"<table><tr><td>Authors:</td><td>mateos jimenez, antonio; garcia fernandez, beatriz; bejarano franco, maria teresa</td></tr><tr><td>Title:</td><td>how spanish science teachers perceive the introduction of competence-based science teaching</td></tr><tr><td>Source:</td><td>journal of baltic science education, 15(3), 371-381</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"		-0.3269	0.006	1	2	7	0.4689	2016	7	0.4689
128	albareda-tiana (2018)	"<table><tr><td>Authors:</td><td>albareda-tiana, silvia; vidal-ramentol, salvador; fernandez-morilla, monica</td></tr><tr><td>Title:</td><td>implementing the sustainable development goals at university level</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 19(3), 473-497</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/ijshe-05-2017-0069	1.1384	0.0392	2	5	80	9.2632	2018	80	9.2632
132	chang (2017)	"<table><tr><td>Authors:</td><td>chang, wen-hui; liu, yuan-chen; huang, tzu-hua</td></tr><tr><td>Title:</td><td>perceptions of learning effectiveness in m-learning: scale development and student awareness</td></tr><tr><td>Source:</td><td>journal of computer assisted learning, 33(5), 461-472</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1111/jcal.12192	-0.2712	-0.1046	5	1	5	0.7143	2017	5	0.7143
134	lambrechts (2018)	"<table><tr><td>Authors:</td><td>lambrechts, wim; van liedekerke, luc; van petegem, peter</td></tr><tr><td>Title:</td><td>higher education for sustainable development in flanders: balancing between normative and transformative approaches</td></tr><tr><td>Source:</td><td>environmental education research, 24(9), 1284-1300</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/13504622.2017.1378622	1.3203	-0.1162	4	5	16	1.8526	2018	16	1.8526
136	ammoneit (2022)	"<table><tr><td>Authors:</td><td>ammoneit, rieke; turek, andreas; peter, carina</td></tr><tr><td>Title:</td><td>pre-service geography teachers' professional competencies in education for sustainable development</td></tr><tr><td>Source:</td><td>education sciences, 12(1)</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.3390/educsci12010042	1.4376	-0.0827	4	2	0	0	2022	0	0
141	telling (2019)	"<table><tr><td>Authors:</td><td>telling, kathryn; serapioni, martino</td></tr><tr><td>Title:</td><td>the rise and change of the competence strategy: reflections on twenty-five years of skills policies in the eu</td></tr><tr><td>Source:</td><td>european educational research journal, 18(4), 387-406</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1177/1474904119840558	-0.3369	0.076	1	3	7	1.4076	2019	7	1.4076
144	frank (2019)	"<table><tr><td>Authors:</td><td>frank, pascal; sundermann, anna; fischer, daniel</td></tr><tr><td>Title:</td><td>how mindfulness training cultivates introspection and competence development for sustainable consumption</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(6), 1002-1021</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-12-2018-0239	-1.2526	-0.2147	7	2	9	1.8098	2019	9	1.8098
153	guzman-simon (2020)	"<table><tr><td>Authors:</td><td>guzman-simon, fernando; torres-gordillo, juan-jesus; caballero, katia</td></tr><tr><td>Title:</td><td>understanding assessment processes for communicative competence through an analysis of teachers' reported practice</td></tr><tr><td>Source:</td><td>education sciences, 10(4)</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.3390/educsci10040116	-0.3403	0.0223	1	2	0	0	2020	0	0
156	escalie (2019)	"<table><tr><td>Authors:</td><td>escalie, guillaume; recoules, nicolas; chalies, sebastien; legrain, pascal</td></tr><tr><td>Title:</td><td>helping students build competences in physical education: theoretical proposals and illustrations</td></tr><tr><td>Source:</td><td>sport education and society, 24(4), 390-403</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/13573322.2017.1397507	-0.6446	-0.0303	3	2	10	2.0109	2019	10	2.0109
157	deleye (2019)	"<table><tr><td>Authors:</td><td>deleye, maarten; van poeck, katrien; block, thomas</td></tr><tr><td>Title:</td><td>lock-ins and opportunities for sustainability transition a multi-level analysis of the flemish higher education system</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 20(7), 1109-1124</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1108/ijshe-09-2018-0160	1.3417	-0.1239	4	1	3	0.6033	2019	3	0.6033
158	gargallo lopez (2020)	"<table><tr><td>Authors:</td><td>gargallo lopez, bernardo; garcia-garcia, fran j.; lopez-frances, inmaculada; jimenez rodriguez, miguel angel; moreno navarro, salome</td></tr><tr><td>Title:</td><td>the learning to learn competence: an assessment of a theoretical model</td></tr><tr><td>Source:</td><td>revista espanola de pedagogia, 78(276), 187-211</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.22550/rep78-2-2020-05	0.2594	0.0087	10	1	3	0.7286	2020	3	0.7286
161	morselli (2018)	"<table><tr><td>Authors:</td><td>morselli, daniele</td></tr><tr><td>Title:</td><td>how do italian vocational teachers educate for a sense of initiative and entrepreneurship? development and initial application of the sie questionnaire</td></tr><tr><td>Source:</td><td>education and training, 60(7-8), 800-818</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1108/et-03-2017-0046	-0.5851	0.0435	6	2	5	0.5789	2018	5	0.5789
162	schuler (2018)	"<table><tr><td>Authors:</td><td>schuler, stephan; fanta, daniela; rosenkraenzer, frank; riess, werner</td></tr><tr><td>Title:</td><td>systems thinking within the scope of education for sustainable development (esd) - a heuristic competence model as a basis for (science) teacher education</td></tr><tr><td>Source:</td><td>journal of geography in higher education, 42(2), 192-204</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/03098265.2017.1339264	1.4561	-0.0838	4	1	31	3.5895	2018	31	3.5895
164	birdman (2022)	"<table><tr><td>Authors:</td><td>birdman, jodie; wick, arnim; lang, daniel j.</td></tr><tr><td>Title:</td><td>developing key competencies in sustainability through project-based learning in graduate sustainability programs</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 23(5), 1139-1157</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1108/ijshe-12-2020-0506	1.0768	-0.0765	2	4	0	0	2022	0	0
167	lambrechts (2017)	"<table><tr><td>Authors:</td><td>lambrechts, wim; verhulst, elli; rymenams, sara</td></tr><tr><td>Title:</td><td>professional development of sustainability competences in higher education the role of empowerment</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 18(5), 697-714</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1108/ijshe-02-2016-0028	1.3362	-0.1323	4	1	18	2.5714	2017	18	2.5714
171	wan (2020)	"<table><tr><td>Authors:</td><td>wan, yanlan; bi, hualin</td></tr><tr><td>Title:</td><td>what major ""socio-scientific topics"" should the science curriculum focused on? a delphi study of the expert community in china</td></tr><tr><td>Source:</td><td>international journal of science and mathematics education, 18(1), 61-77</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1007/s10763-018-09947-y	-0.2998	0.3406	8	1	8	1.9429	2020	8	1.9429
172	lambrechts (2016)	"<table><tr><td>Authors:</td><td>lambrechts, wim; van petegem, peter</td></tr><tr><td>Title:</td><td>the interrelations between competences for sustainable development and research competences</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 17(6), 776-795</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1108/ijshe-03-2015-0060	1.2832	-0.0778	4	6	40	2.6794	2016	40	2.6794
173	moon (2007)	"<table><tr><td>Authors:</td><td>moon, yong-lin</td></tr><tr><td>Title:</td><td>education reform and competency-based education</td></tr><tr><td>Source:</td><td>asia pacific education review, 8(2), 337-341</td></tr><tr><td>Year:</td><td>2007</td></tr></table>"	https://doi.org/10.1007/bf03029267	-0.5274	0.108	6	2	24	1.0588	2007	24	1.0588
176	bryant (2021)	"<table><tr><td>Authors:</td><td>bryant, jayne; ayers, james; missimer, merlina; broman, goran</td></tr><tr><td>Title:</td><td>transformational learning for sustainability leadership - essential components in synergy</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 22(8), 190-207</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2021-0014	0.9709	-0.0632	2	1	1	0.7037	2021	1	0.7037
177	song (2020)	"<table><tr><td>Authors:</td><td>song, miran</td></tr><tr><td>Title:</td><td>integrated stem teaching competencies and performances as perceived by secondary teachers in south korea</td></tr><tr><td>Source:</td><td>international journal of comparative education and development, 22(2), 131-146</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1108/ijced-02-2019-0016	-0.2819	0.3961	8	1	1	0.2429	2020	1	0.2429
189	fernandes sanches (2022)	"<table><tr><td>Authors:</td><td>fernandes sanches, francisco eliseo; campos, matheus leite; gaio, luiz eduardo; belli, marcio marcelo</td></tr><tr><td>Title:</td><td>proposal for sustainability action archetypes for higher education institutions</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 23(4), 915-939</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1108/ijshe-01-2021-0026	1.1585	0.0526	2	1	0	0	2022	0	0
192	benito olalla (2019)	"<table><tr><td>Authors:</td><td>benito olalla, consuelo; merino, amparo</td></tr><tr><td>Title:</td><td>competences for sustainability in undergraduate business studies: a content analysis of value-based course syllabi in spanish universities</td></tr><tr><td>Source:</td><td>international journal of management education, 17(2), 239-253</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1016/j.ijme.2019.02.006	0.7176	-0.0148	2	3	19	3.8207	2019	19	3.8207
194	kater-wettstaedt (2018)	"<table><tr><td>Authors:</td><td>kater-wettstaedt, lydia</td></tr><tr><td>Title:</td><td>how secondary-school students deal with issues of sustainable development in class(*)</td></tr><tr><td>Source:</td><td>environmental education research, 24(11), 1565-1580</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1080/13504622.2017.1373068	1.068	0.0099	2	1	4	0.4632	2018	4	0.4632
197	ye (2021)	"<table><tr><td>Authors:</td><td>ye, jianqiang; mi, shuaishuai; bi, hualin</td></tr><tr><td>Title:</td><td>constructing core teaching competency indicators for secondary school science teachers in china</td></tr><tr><td>Source:</td><td>journal of baltic science education, 20(3), 389-406</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.33225/jbse/21.20.389	-0.2998	0.3188	8	4	0	0	2021	0	0
208	chen	"<table><tr><td>Authors:</td><td>chen, chang-hua; chen, ken-zen; tsai, hsiao-feng</td></tr><tr><td>Title:</td><td>did self-directed learning curriculum guidelines change taiwanese high-school students' self-directed learning readiness?</td></tr><tr><td>Source:</td><td>asia-pacific education researcher</td></tr></table>"	https://doi.org/10.1007/s40299-021-00582-w	-0.1656	0.0048	1	1	0	0		0	
213	voogt (2012)	"<table><tr><td>Authors:</td><td>voogt, joke; roblin, natalie pareja</td></tr><tr><td>Title:</td><td>a comparative analysis of international frameworks for 21st century competences: implications for national curriculum policies</td></tr><tr><td>Source:</td><td>journal of curriculum studies, 44(3), 299-321</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1080/00220272.2012.668938	-0.3408	-0.0633	5	9	423	7.4319	2012	423	7.4319
215	wang (2022)	"<table><tr><td>Authors:</td><td>wang, yijing; sommier, melodine; vasques, ana</td></tr><tr><td>Title:</td><td>sustainability education at higher education institutions: pedagogies and students' competences</td></tr><tr><td>Source:</td><td>international journal of sustainability in higher education, 23(8), 174-193</td></tr><tr><td>Year:</td><td>2022</td></tr></table>"	https://doi.org/10.1108/ijshe-11-2021-0465	1.1257	-0.0697	2	1	0	0	2022	0	0
222	plackle (2020)	"<table><tr><td>Authors:</td><td>plackle, inge; konings, karen d.; struyven, katrien; libotton, arno; van merrienboer, jeroen j. g.; engels, nadine</td></tr><tr><td>Title:</td><td>powerful learning environments in secondary vocational education: towards a shared understanding</td></tr><tr><td>Source:</td><td>european journal of teacher education, 43(2), 224-242</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/02619768.2019.1681965	-1.0092	-0.0107	3	1	4	0.9714	2020	4	0.9714
227	wei	"<table><tr><td>Authors:</td><td>wei, bing; lin, jiajia; chen, sitong; chen, yue</td></tr><tr><td>Title:</td><td>integrating 21(st)century competencies into a k-12 curriculum reform in macau</td></tr><tr><td>Source:</td><td>asia pacific journal of education</td></tr></table>"	https://doi.org/10.1080/02188791.2020.1824893	-0.2842	-0.0387	5	2	3	0		3	
229	ravenscroft (2020)	"<table><tr><td>Authors:</td><td>ravenscroft, a.; dellow, j.; brites, m. j.; jorge, a.; catalao, d.</td></tr><tr><td>Title:</td><td>radioactive101-learning through radio, learning for life: an international approach to the inclusion and non-formal learning of socially excluded young people</td></tr><tr><td>Source:</td><td>international journal of inclusive education, 24(9), 997-1018</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1080/13603116.2018.1503739	-0.4425	0.0728	1	1	3	0.7286	2020	3	0.7286
